id,seed,creation_mode,gmean_inv,dem_fpr,max_iter,tol,lambda,l1_ratio,class_weight
0UTZU9GZ2F,106,mutation,0.4320205724188465,0.0007857893026875507,84,0.04803804353718539,43294.88932072749,0.5472007987526483,5
LIZ6VH5A61,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.06395386472740869,67102.42773538879,0.5125429587420091,5
PQY1YL21RR,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05620353440003927,8086.676902200399,0.6449055838669481,5
QK0XDPGPXG,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.06766172142047383,25122.56858467606,0.5715423450715439,5
SJBFP5OZNJ,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.053465483019766995,32673.585495688378,0.6107883857747808,5
PGI81GANQS,106,mutation,0.4320205724188465,0.0007857893026875507,84,0.07059518030642299,29866.541378608224,0.49097302669947884,5
6UKWE1NNDM,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.04619124748958302,35088.603322223316,0.5767389685005295,5
9FW28GM7VZ,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.043929490409214914,29248.48449602447,0.5635790807514653,5
ZTGDDVM0NI,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.057752832172615565,52335.550729765644,0.5664755900045824,5
95D18EHTZ4,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05488553018621331,24606.475225324826,0.6293587148608868,5
TR4BREBN71,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.054783487233592956,16153.787172563952,0.6263352547808421,5
5B9OPHE9NB,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.04794888525283329,20462.067363140246,0.5925638188485887,5
9WEVLT3BGO,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.04758032779753729,20402.044235181114,0.5916370137733251,5
MWLP4VV2GC,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05176190929328169,36762.51381516623,0.578214885066056,5
RACZV5QQ4X,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.051538648247353845,32047.449393234543,0.5689597266507131,5
BGXTVDTQVU,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.054966079424184675,20735.321531888785,0.5894052440155393,5
ROH1F4GHKF,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05343399957012686,20021.727356929045,0.5863403156321068,5
525MCSWF8J,106,mutation,1.0,0.0,91,0.039579819725185365,39048.73032705163,0.4165162934591453,3
YNI0RPFCFJ,106,mutation,0.3221617287896974,0.22121480003928948,137,0.04349004579152508,25034.69641224701,0.5675520679138346,5
NIQYU1SV3G,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05293488408229866,28300.671131522187,0.5791570482037245,5
QN5OJ1CUCH,106,crossover,0.3242147783989249,0.0976494321916721,103,0.05353970507105422,27588.79854022487,0.6168396584049937,4
B4FNJ0A0YN,106,inicialization,0.33536688644841783,0.01804293129632567,20,0.09266171383915438,47665.70154957687,0.5812192612490784,4
35Z32KK24C,106,mutation,0.32968345945839417,0.06723787504438952,113,0.004915462223130918,62162.22713421438,0.16999258821472682,4
1Q0BSYETMH,106,crossover,0.3358697694911601,0.0026973728948024855,123,0.043901293923500194,35538.80190261271,0.5524281292317201,4
3NQ6DLN83U,106,mutation,0.32968345945839417,0.06723787504438952,113,0.044406940429041274,50606.32890657306,0.5379445156600452,4
49MQI0AQL2,106,crossover,0.3242147783989249,0.0976494321916721,103,0.053958160892487776,34914.670373351655,0.5881215825941358,4
3VGZR68HQ0,106,crossover,0.4082559007031479,0.0019040279257429016,119,0.027800253110364093,34470.6526413416,0.7172550259883292,5
1R0VIYB5K3,106,crossover,0.4082559007031479,0.0019040279257429016,119,0.028885559227187343,31615.157112424997,0.7101685439420786,5
9BD4EKJBGH,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.06310367579773099,26177.010924170667,0.6036990330477733,5
R34XBJD2BO,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05424142206673193,16910.255252436247,0.6139509351776324,5
EIOAUWAQSO,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.07034842501085495,30339.47470064918,0.6034648180678638,5
76MA79IWDZ,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.06310084703195326,28482.45731452602,0.586047518922115,5
C7VKPV65ED,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.04915043397362998,24238.017014761957,0.567371771272681,5
34UXMD6DPI,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05496785510410905,18673.927330732975,0.6121469260904846,5
I75T8N996Y,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.049523659013762045,30607.69806825281,0.5165588649187783,5
3V9JGPVUI7,106,mutation,0.4320205724188465,0.0007857893026875507,84,0.0514033830957649,42347.55939395443,0.4189601067115434,5
11TM1RGKMS,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.045494670201313356,33039.73776673834,0.552998323626223,5
YNV88LKHE3,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05854301406821899,25357.4683862505,0.5875714250983063,5
ZMV5CBMBUS,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05986073177606212,34836.69602308916,0.5844709877447132,5
VZ4TAA2S83,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.050166204080604106,34160.4568535152,0.5592420412266802,5
S0JA82OSYV,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05383613754913609,17676.79360756104,0.6043455996911794,5
QIZ9FNA2U9,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.04890229006697952,33835.36695143096,0.5909598041324402,5
20LTUEJTSE,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.04828372691640566,35809.07550314344,0.5391846192367733,5
OKTIG1JUPD,106,mutation,0.4320205724188465,0.0007857893026875507,84,0.042082694361612535,21042.198497520294,0.5931172504993466,5
OTLR9XMTBM,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05526251400345015,25515.073887673283,0.5999738129641209,5
VQEDIP8L0C,106,mutation,0.4320205724188465,0.0007857893026875507,84,0.054831079624717706,20828.78276485909,0.5817518732977154,5
SHE1TRP2QI,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.057623984076853874,22049.068161578318,0.5944275628028304,5
J337AQORRD,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05344651868875805,19821.913100801066,0.5910835821225671,5
YCOEL7DSDK,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.06029440784815425,23163.000535139876,0.604193148080582,5
J94G9GOW8G,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.050776094917457666,18707.980727239512,0.5813179968448156,5
5V95IKXNA0,106,mutation,0.4320205724188465,0.0007857893026875507,84,0.08011349323711958,34321.56118650859,0.6304282468354095,5
0UTZU9GZ2F,106,mutation,0.4320205724188465,0.0007857893026875507,84,0.04803804353718539,43294.88932072749,0.5472007987526483,5
LIZ6VH5A61,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.06395386472740869,67102.42773538879,0.5125429587420091,5
PQY1YL21RR,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05620353440003927,8086.676902200399,0.6449055838669481,5
QK0XDPGPXG,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.06766172142047383,25122.56858467606,0.5715423450715439,5
SJBFP5OZNJ,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.053465483019766995,32673.585495688378,0.6107883857747808,5
PGI81GANQS,106,mutation,0.4320205724188465,0.0007857893026875507,84,0.07059518030642299,29866.541378608224,0.49097302669947884,5
6UKWE1NNDM,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.04619124748958302,35088.603322223316,0.5767389685005295,5
9FW28GM7VZ,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.043929490409214914,29248.48449602447,0.5635790807514653,5
ZTGDDVM0NI,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.057752832172615565,52335.550729765644,0.5664755900045824,5
95D18EHTZ4,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05488553018621331,24606.475225324826,0.6293587148608868,5
TR4BREBN71,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.054783487233592956,16153.787172563952,0.6263352547808421,5
5B9OPHE9NB,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.04794888525283329,20462.067363140246,0.5925638188485887,5
9WEVLT3BGO,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.04758032779753729,20402.044235181114,0.5916370137733251,5
MWLP4VV2GC,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05176190929328169,36762.51381516623,0.578214885066056,5
RACZV5QQ4X,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.051538648247353845,32047.449393234543,0.5689597266507131,5
BGXTVDTQVU,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.054966079424184675,20735.321531888785,0.5894052440155393,5
525MCSWF8J,106,mutation,1.0,0.0,91,0.039579819725185365,39048.73032705163,0.4165162934591453,3
YNI0RPFCFJ,106,mutation,0.3221617287896974,0.22121480003928948,137,0.04349004579152508,25034.69641224701,0.5675520679138346,5
VPY486CESJ,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.060020591764419054,18825.93266147476,0.6184166800678886,5
M79LEOH52A,106,mutation,0.3242147783989249,0.0976494321916721,103,0.046910288646821,30070.71199298647,0.6731033490375459,4
B4FNJ0A0YN,106,inicialization,0.33536688644841783,0.01804293129632567,20,0.09266171383915438,47665.70154957687,0.5812192612490784,4
35Z32KK24C,106,mutation,0.32968345945839417,0.06723787504438952,113,0.004915462223130918,62162.22713421438,0.16999258821472682,4
1Q0BSYETMH,106,crossover,0.3358697694911601,0.0026973728948024855,123,0.043901293923500194,35538.80190261271,0.5524281292317201,4
3NQ6DLN83U,106,mutation,0.32968345945839417,0.06723787504438952,113,0.044406940429041274,50606.32890657306,0.5379445156600452,4
QN5OJ1CUCH,106,crossover,0.3242147783989249,0.0976494321916721,103,0.05353970507105422,27588.79854022487,0.6168396584049937,4
3VGZR68HQ0,106,crossover,0.4082559007031479,0.0019040279257429016,119,0.027800253110364093,34470.6526413416,0.7172550259883292,5
1R0VIYB5K3,106,crossover,0.4082559007031479,0.0019040279257429016,119,0.028885559227187343,31615.157112424997,0.7101685439420786,5
NIQYU1SV3G,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05293488408229866,28300.671131522187,0.5791570482037245,5
9BD4EKJBGH,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.06310367579773099,26177.010924170667,0.6036990330477733,5
R34XBJD2BO,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05424142206673193,16910.255252436247,0.6139509351776324,5
EIOAUWAQSO,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.07034842501085495,30339.47470064918,0.6034648180678638,5
76MA79IWDZ,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.06310084703195326,28482.45731452602,0.586047518922115,5
C7VKPV65ED,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.04915043397362998,24238.017014761957,0.567371771272681,5
34UXMD6DPI,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05496785510410905,18673.927330732975,0.6121469260904846,5
I75T8N996Y,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.049523659013762045,30607.69806825281,0.5165588649187783,5
3V9JGPVUI7,106,mutation,0.4320205724188465,0.0007857893026875507,84,0.0514033830957649,42347.55939395443,0.4189601067115434,5
11TM1RGKMS,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.045494670201313356,33039.73776673834,0.552998323626223,5
YNV88LKHE3,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05854301406821899,25357.4683862505,0.5875714250983063,5
ZMV5CBMBUS,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05986073177606212,34836.69602308916,0.5844709877447132,5
VZ4TAA2S83,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.050166204080604106,34160.4568535152,0.5592420412266802,5
S0JA82OSYV,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05383613754913609,17676.79360756104,0.6043455996911794,5
QIZ9FNA2U9,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.04890229006697952,33835.36695143096,0.5909598041324402,5
20LTUEJTSE,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.04828372691640566,35809.07550314344,0.5391846192367733,5
OKTIG1JUPD,106,mutation,0.4320205724188465,0.0007857893026875507,84,0.042082694361612535,21042.198497520294,0.5931172504993466,5
OTLR9XMTBM,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05526251400345015,25515.073887673283,0.5999738129641209,5
VQEDIP8L0C,106,mutation,0.4320205724188465,0.0007857893026875507,84,0.054831079624717706,20828.78276485909,0.5817518732977154,5
SHE1TRP2QI,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.057623984076853874,22049.068161578318,0.5944275628028304,5
J337AQORRD,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05344651868875805,19821.913100801066,0.5910835821225671,5
YCOEL7DSDK,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.06029440784815425,23163.000535139876,0.604193148080582,5
J94G9GOW8G,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.050776094917457666,18707.980727239512,0.5813179968448156,5
5V95IKXNA0,106,mutation,0.4320205724188465,0.0007857893026875507,84,0.08011349323711958,34321.56118650859,0.6304282468354095,5
0UTZU9GZ2F,106,mutation,0.4320205724188465,0.0007857893026875507,84,0.04803804353718539,43294.88932072749,0.5472007987526483,5
LIZ6VH5A61,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.06395386472740869,67102.42773538879,0.5125429587420091,5
PQY1YL21RR,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05620353440003927,8086.676902200399,0.6449055838669481,5
QK0XDPGPXG,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.06766172142047383,25122.56858467606,0.5715423450715439,5
SJBFP5OZNJ,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.053465483019766995,32673.585495688378,0.6107883857747808,5
PGI81GANQS,106,mutation,0.4320205724188465,0.0007857893026875507,84,0.07059518030642299,29866.541378608224,0.49097302669947884,5
6UKWE1NNDM,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.04619124748958302,35088.603322223316,0.5767389685005295,5
9FW28GM7VZ,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.043929490409214914,29248.48449602447,0.5635790807514653,5
ZTGDDVM0NI,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.057752832172615565,52335.550729765644,0.5664755900045824,5
95D18EHTZ4,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05488553018621331,24606.475225324826,0.6293587148608868,5
TR4BREBN71,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.054783487233592956,16153.787172563952,0.6263352547808421,5
5B9OPHE9NB,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.04794888525283329,20462.067363140246,0.5925638188485887,5
9WEVLT3BGO,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.04758032779753729,20402.044235181114,0.5916370137733251,5
MWLP4VV2GC,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05176190929328169,36762.51381516623,0.578214885066056,5
RACZV5QQ4X,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.051538648247353845,32047.449393234543,0.5689597266507131,5
525MCSWF8J,106,mutation,1.0,0.0,91,0.039579819725185365,39048.73032705163,0.4165162934591453,3
YNI0RPFCFJ,106,mutation,0.3221617287896974,0.22121480003928948,137,0.04349004579152508,25034.69641224701,0.5675520679138346,5
HH4FVQPWHK,106,mutation,0.4320205724188465,0.0007857893026875507,84,0.044860554498575664,28411.801598332866,0.5726789902276376,5
OB2U5JVX1J,106,crossover,0.3242147783989249,0.0976494321916721,103,0.05435480060160686,32410.278574046708,0.5754425874890179,4
B4FNJ0A0YN,106,inicialization,0.33536688644841783,0.01804293129632567,20,0.09266171383915438,47665.70154957687,0.5812192612490784,4
35Z32KK24C,106,mutation,0.32968345945839417,0.06723787504438952,113,0.004915462223130918,62162.22713421438,0.16999258821472682,4
1Q0BSYETMH,106,crossover,0.3358697694911601,0.0026973728948024855,123,0.043901293923500194,35538.80190261271,0.5524281292317201,4
3NQ6DLN83U,106,mutation,0.32968345945839417,0.06723787504438952,113,0.044406940429041274,50606.32890657306,0.5379445156600452,4
M79LEOH52A,106,mutation,0.3242147783989249,0.0976494321916721,103,0.046910288646821,30070.71199298647,0.6731033490375459,4
3VGZR68HQ0,106,crossover,0.4082559007031479,0.0019040279257429016,119,0.027800253110364093,34470.6526413416,0.7172550259883292,5
1R0VIYB5K3,106,crossover,0.4082559007031479,0.0019040279257429016,119,0.028885559227187343,31615.157112424997,0.7101685439420786,5
VPY486CESJ,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.060020591764419054,18825.93266147476,0.6184166800678886,5
NIQYU1SV3G,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05293488408229866,28300.671131522187,0.5791570482037245,5
9BD4EKJBGH,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.06310367579773099,26177.010924170667,0.6036990330477733,5
R34XBJD2BO,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05424142206673193,16910.255252436247,0.6139509351776324,5
EIOAUWAQSO,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.07034842501085495,30339.47470064918,0.6034648180678638,5
76MA79IWDZ,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.06310084703195326,28482.45731452602,0.586047518922115,5
C7VKPV65ED,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.04915043397362998,24238.017014761957,0.567371771272681,5
34UXMD6DPI,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05496785510410905,18673.927330732975,0.6121469260904846,5
I75T8N996Y,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.049523659013762045,30607.69806825281,0.5165588649187783,5
3V9JGPVUI7,106,mutation,0.4320205724188465,0.0007857893026875507,84,0.0514033830957649,42347.55939395443,0.4189601067115434,5
11TM1RGKMS,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.045494670201313356,33039.73776673834,0.552998323626223,5
YNV88LKHE3,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05854301406821899,25357.4683862505,0.5875714250983063,5
ZMV5CBMBUS,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05986073177606212,34836.69602308916,0.5844709877447132,5
VZ4TAA2S83,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.050166204080604106,34160.4568535152,0.5592420412266802,5
S0JA82OSYV,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05383613754913609,17676.79360756104,0.6043455996911794,5
QIZ9FNA2U9,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.04890229006697952,33835.36695143096,0.5909598041324402,5
20LTUEJTSE,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.04828372691640566,35809.07550314344,0.5391846192367733,5
OKTIG1JUPD,106,mutation,0.4320205724188465,0.0007857893026875507,84,0.042082694361612535,21042.198497520294,0.5931172504993466,5
OTLR9XMTBM,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05526251400345015,25515.073887673283,0.5999738129641209,5
VQEDIP8L0C,106,mutation,0.4320205724188465,0.0007857893026875507,84,0.054831079624717706,20828.78276485909,0.5817518732977154,5
SHE1TRP2QI,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.057623984076853874,22049.068161578318,0.5944275628028304,5
J337AQORRD,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05344651868875805,19821.913100801066,0.5910835821225671,5
YCOEL7DSDK,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.06029440784815425,23163.000535139876,0.604193148080582,5
J94G9GOW8G,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.050776094917457666,18707.980727239512,0.5813179968448156,5
5V95IKXNA0,106,mutation,0.4320205724188465,0.0007857893026875507,84,0.08011349323711958,34321.56118650859,0.6304282468354095,5
0UTZU9GZ2F,106,mutation,0.4320205724188465,0.0007857893026875507,84,0.04803804353718539,43294.88932072749,0.5472007987526483,5
LIZ6VH5A61,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.06395386472740869,67102.42773538879,0.5125429587420091,5
PQY1YL21RR,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.05620353440003927,8086.676902200399,0.6449055838669481,5
QK0XDPGPXG,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.06766172142047383,25122.56858467606,0.5715423450715439,5
SJBFP5OZNJ,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.053465483019766995,32673.585495688378,0.6107883857747808,5
PGI81GANQS,106,mutation,0.4320205724188465,0.0007857893026875507,84,0.07059518030642299,29866.541378608224,0.49097302669947884,5
6UKWE1NNDM,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.04619124748958302,35088.603322223316,0.5767389685005295,5
9FW28GM7VZ,106,crossover,0.4320205724188465,0.0007857893026875507,84,0.043929490409214914,29248.48449602447,0.5635790807514653,5
